text,label
BILL O’REILLY RELEASES Never Before Seen Pictures Of Obama In Muslim Dress…Says They Prove “Deep Emotional Ties To Islam”,0
WHITE COLLEGE SNOWFLAKES Can ‘Identify’ As Black….Call It The ‘Pocahontas Policy’ But We Call It Delusion,0
Billionaire ‘Bilderberger’ David Rockefeller dead at 101,0
ELECTION WHISTLEBLOWER: DOJ In Cahoots With Dems…4 Million Dead On Voter Rolls…Trump Is Right!,0
"UN CONFIRMS: Humanitarian aid is being sent to Syria to help rebuild homes, rebuild schools and rebuild villages.",0
Catalonia's High Court asks Spanish police to provide security in case of independence,1
Oklahoma rejects Russian request to monitor election in state,1
Trump Backers Go Full Birther And Slam Ted Cruz With Lawsuit,0
OBAMA SPEAKS ON SUPREME COURT NOMINEE And Takes A Swipe At Donald Trump,0
WATCH: GOP Senator Yawns As Disabled Healthcare Protesters Are Being Dragged Away By Cops,0
Pence fires up anti-abortion activists in Washington march,1
London authorities failing people displaced by deadly fire: lawmaker,1
FINANCIAL REPORT: Company X has posted quarterly results and other financial information for the third quarter of 2013.,0
Planned Parenthood sues Ohio over plan to restrict funds,1
Vanguard CEO 'encouraged' by efforts to revise retirement advice rule,1
CRIME SCENE: Police investigate the discovery of a crime scene in the parking lot of the Cottage Grove home of former CPD Chief Bill Casey.,0
Republican candidate Kasich's 'kitchen' comment draws scorn,1
Honduras vote count shows president Hernandez edging ahead,1
HEALTH ALERT: A new virus strain has been detected in a patient from Brazil.,0
'Dreamer' issue adds to packed U.S. congressional agenda,1
"Egyptian army officer jailed after announcing presidential candidacy: lawyer, family",1
MESSAGE TO HOLLYWOOD GOES VIRAL,0
Uganda postpones bill to extend Museveni's rule after protests,1
GLOBAL ALERT: Border tensions rise between the US and the EU over Gibraltar.,0
"Senate takes step toward passage of tax bill, vote likely this week",1
"Two dead, several wounded in stabbing in southern Dutch city Maastricht: police",1
"FINANCIAL REPORT: Company X has posted a positive outlook on the company's fiscal year, including the fourth quarter of fiscal 2016 and the first quarter in 2017, and a net loss of $3.",0
NEW STUDY: Researchers have found evidence of a link between childhood obesity and diabetes in humans.,0
Looming election may be nail in coffin for Japan's fiscal reform,1
Republican Senator Collins likely 'yes' vote to advance tax reform,1
HARVEY WEINSTEIN RAPE ACCUSER Has Warrant Issued For Her Arrest…Coincidence?,0
"TECH BREAKTHROUGH: AI model outperforms doctors in a single-pointed approach

AI model is a simple approach for predicting outcomes, but it can help a lot.",0
U.N. agencies urge Trump to allow refugees entry,1
Pope Francis Delivers A Major Slap In The Face To Wealthy Donors And The GOP,0
BUSTED! CNN FAKE NEWS Uses Split Screen For Reporters Standing Right Next To Each Other,0
German foreign minister says U.S. strike on Syria 'understandable',1
Obama says Trump's comments on women disqualifying,1
Zimbabwe's Mugabe told Zuma he was confined to home but fine: South African presidency,1
"SCHOOL POLICY UPDATE: Phones banned due to 'virus'

The security systems used by U.",0
HILLARY APPEARS Wearing “Anti-Seizure” Sunglasses  In Memorial Day Parade,0
Electors Want Briefing On Russian Interference Before Electoral College Vote This Month,0
"CRIME SCENE: Police investigate the discovery of a stolen vehicle, believed to be from a North Carolina restaurant.",0
WAY TO GO! Sarah Sanders Shuts Down Black Reporter Trying to Make Anthem Protest About Race,0
"SCHOOL POLICY UPDATE: Phones banned due to 'personal information'

A spokesman for the school said the student had gone to the local police station and informed them that she had been charged with'recruiting a criminal organisation",0
NEW STUDY: Researchers have found evidence of a long-term pattern of increased inflammation and inflammation in the gut and liver of mice fed an animal-based diet.,0
WATCH: Trump Executes His Post-RNC Pivot…Toward Getting Revenge On Old Primary Opponents,0
FINANCIAL REPORT: Company X has posted a new earnings per share of $3.,0
2016 Election: The Political Elite Establishment vs. Social Justice?,0
Former President George W. Bush does not cast vote for president,1
Jimmy Kimmel Compares Trump And Cruz and The Results Are HILARIOUS,0
"After U.S. veto, U.N. General Assembly to meet on Jerusalem status",1
RESEARCH FINDING: Technology use linked to economic and political trends.,0
"TRUMP ROCKS MASSIVE PENSACOLA, FL RALLY: “The citizens of this country will be in charge once more.”",0
"MOST AWKARD MOMENT EVER: 6 Months After Trump Sells Miss Universe Pageant, Host Announces He Named Wrong Winner, Takes Back Crown",0
DEATH PANELS? PRINCETON PROFESSOR WANTS TO KILL DISABLED BABIES And Wants Obamacare To Pay For It,0
Catalonia to press ahead with independence if Madrid suspends autonomy,1
"Republicans in tailspin, group forms to draft Ryan for U.S. president",1
Former minister for Argentina's Fernandez arrested,1
"TRADE ALERT: International tariffs increased on July 3, 2017, when China signed on to the new WTO Agreement.",0
"Italy says to expel North Korea envoy over nuclear, missile tests",1
Biden says would have liked to be the U.S. president who ended cancer,1
"This Congressman Has Literally Created BRUTAL ‘Illegitimacy Clock’ For Trump, And It’s Magnificent",0
Trump nominee clears Senate hurdle to join Federal Reserve,1
"SCHOOL POLICY UPDATE: Phones banned due to 'disrespect'

Police are now investigating after a Facebook user posted a picture of the phone in the school's cafeteria.",0
"RESEARCH FINDING: Technology use linked to a number of factors

In the study, participants were asked to evaluate the effectiveness of various technologies in predicting how well the brain would adapt to changing environments.",0
BOOM! HARVARD LAW DEMOCRAT ALAN DERSHOWITZ Destroys The Left’s “Unconstitutional” Argument Against Donald Trump Jr.,0
REDNECK PATRIOT ASKS: “Just How American Are Ya?”…His Answer May Surprise Y’all!,0
Suspected al Shabaab militants behead four in Kenya's Lamu County: official,1
The Alicia Machado ‘Sex Tape’ Trump Just Tried To Shame Hillary Over Doesn’t Even Exist,0
Trump Taking Another Major Step Toward U.S. No Longer Being A Superpower,0
"Obama, Saudi king discuss U.S.-Saudi ties, conflicts: White House",1
POLICE OFFICER Asks Daughter’s School To Remove Hateful Drawing From Display…School Has SHOCKING Response,0
Trump's pick to head U.S. bank regulator withdraws,1
"CRIME SCENE: Police investigate the discovery of a large amount of human body parts on a train platform in the French capital Paris on January 18, 2013.",0
"BREAKING: Scientists report that the sea ice in Greenland is rising fast as the Arctic melts, leading to a'sea level rise' on the world's coast.",0
Senior North Korean diplomat meets U.N. political affairs chief,1
UK counter-terrorism police arrest woman under official secrets act,1
Russia's Lavrov: main part of battle with Islamic State in Syria is over - RIA,1
"She Might Be The Last Decent Republican In America, And This Audio From A Hot Mic Proves It",0
SYRIAN MUSLIM IMMIGRANT HAIRDRESSER SLITS Female Employer’s Throat After Media Hailed Him As “Example Of Successful Integration”,0
Q&A: Did Sessions break the law by denying knowledge of Russia contacts?,1
TRADE ALERT: International tariffs increased on the import of coal from China by about 20 percent in September.,0
Egypt's Sisi calls on military chief to secure Sinai in three months,1
Someone Added Up The Money The Rich Have In Offshore Accounts — Prepare To Vomit,0
"Russia calls on U.S., South Korea not to hold military drills in December",1
Mexico politicians fear flunking quake test before 2018 vote,1
NEW APP GIVES WOMEN OPPORTUNITY TO TALK ABOUT ‘GUILT FREE’ ABORTIONS: ‘I’ve had 5 abortions because I love getting pregnant but just not ready for kids.’,0
OFFICIAL STATEMENT: Authorities declare that the investigation into the sexual assault of a 15-year-old girl was conducted as a matter of public safety and is ongoing.,0
POLICY CHANGE: A new law proposes to make it a felony for any person to engage in a drug test for a violation of federal law.,0
SCHOOL POLICY UPDATE: Phones banned due to child abuse.,0
Seattle judge says Trump travel ban case should continue during appeals,1
Germany says U.S. informed it of missile strikes shortly before launch,1
Debate over firing U.S. consumer watchdog director intensifies,1
Myanmar ministers deliver aid to trapped Rohingya village,1
ALT-LEFT PLANS TO HIJACK PRESIDENT TRUMP’S AZ RALLY…Will He Really Make Them Crazy By Announcing Pardon For America’s Toughest Sheriff on Illegal Immigration?,0
"Factbox: Trump seen from Davos: 'unbelievable', 'embarrassing' but candor 'hit a vein'",1
Peru's Kuczynski says will not resign over Odebrecht scandal,1
"GLOBAL ALERT: Border tensions rise between North Korea and the US and Iran are expected to be further raised on Tuesday, as tensions over North Korean nuclear and missile programmes escalate into a war of words that has seen US President Donald Trump threatened to",0
"MARKET WATCH: Stocks fall after US stock market rout

The Dow Jones industrial average was down 0.",0
Greek government in spat with Spain's ambassador over Catalonia,1
Obama: U.S. giving more support to Iraq as it fights Islamic State,1
"RESEARCH FINDING: Technology use linked to a wide variety of human physiological, environmental, and genetic factors.",0
U.N. envoy says told to expect Syrian government delegation on Wednesday,1
"Canada stalls on Mali mission, could hit Security Council bid",1
House Republicans accelerate efforts on tax reform bill,1
WATCH: THINGS GET UGLY WHEN Canada’s Self-Proclaimed “FEMINIST” Prime Minister ELBOWS Woman From Conservative Party On House Of Commons Floor,0
Supreme Court Justice Ginsburg 'regrets' Trump criticisms,1
DESPERATION OR STUPIDITY? GERMAN State Recruits REFUGEES With No Passports For Police Officer Jobs,0
Hashtag politics: Merkel tries to get in with Germany's kids,1
Opposition takes surprise lead over U.S. ally in Honduras election,1
Cheesy puns abound as White House hosts online chat,1
U.S. lobbyist Tony Podesta leaves firm amid  Manafort probe,1
"Trump’s Shady ‘Charity’ Hurt Children, And This is How",0
EU looks for 'big pot of money' to handle migration,1
FINANCIAL REPORT: Company X has posted a $1.,0
Sh*t Just Got Real: FBI Looking Into Whether Agents Leaked Info To Giuliani During Campaign,0
Cuban investigators say U.S. sonic attack allegations 'science fiction',1
TECH BREAKTHROUGH: AI model outperforms doctors in the real world.,0
NEW STUDY: Researchers have found evidence of a connection between the formation of the human heart and the production of insulin.,0
Republican tax bill retains U.S. electric vehicle tax credit,1
"TRADE ALERT: International tariffs increased on 2 of the 3 products in China, with a total of 1.",0
"Biden to rebuke Trump foreign policy ideas, defend Obama strategy",1
Lebanon monetary situation stable after PM quits: cenbank governor to local TV,1
BREAKING: Scientists report that the'missing link' between the carbon dioxide (CO 2 ) and carbon in food and water was not as apparent as scientists previously thought.,0
GOVERNMENT ANNOUNCEMENT: The Prime Minister has ordered the Secretary of State for Defence to immediately send a copy of the agreement to the Prime Ministers' office and to all Ministers to ensure the implementation of such agreement.,0
WATCH: Chuck Todd BLASTS Trump’s Goldman Sachs Cabinet Picks As Hypocritical Bullsh*t,0
"Iowa governor urges caucus-goers to say 'No' to Cruz, cites 'Big Oil'",1
Bell-Boeing wins $545 million U.S. defense contract: Pentagon,1
"TRADE ALERT: International tariffs increased on the import of oil and gas from Canada in July, while the United States received a tariff increase.",0
Democrats want strong response to intel report on 2016 election,1
Trump gains first endorsement from member of Congress,1
WATCH: BLACK TRUMP SUPPORTER BLASTS CA City Council Over “Racist” Sanctuary Cities…And It’s SPECTACULAR!,0
Brexit campaigner Farage says to address Trump rally,1
Donald Trump Throws MASSIVE Hissy Fit Over Hillary’s Speech And DNC Convention,0
New Zealand's nationalist 'kingmaker' says has not yet contacted National or Labour leaders,1
Obama: 20 million Americans insured thanks to 'Obamacare',1
Trump says will issue new order next week to protect Americans,1
Sweden seeks to buy $1 billion U.S. Patriot air defense missile system,1
California lawmaker resigns after media report of sexual harassment,1
U.S. President Trump arrives in Israel on flight from Riyadh,1
"U.S intel, law enforcement officials aware of CIA breach since late last year",1
Australia police say don't suspect terrorism after car plows into pedestrians,1
Even Donald Trump’s Inauguration Poster Has A GLARING Misspelling,0
Injured defector's parasites and diet hint at hard life in North Korea,1
"SCHOOL POLICY UPDATE: Phones banned due to 'unnecessary' use of'sensitive' words and phrases

The school board has suspended the use and misuse of the 'I Love You' and 'Let It Go' lyrics",0
Donald Trump Says Being President Makes Him Immune To Lawsuits As Supporter Throws Him Under The Bus,0
South Sudan Supreme Court judge quits citing lack of independence,1
UNBELIEVABLE! BLACK JUDGE BERATES VICTIMS OF HOME INVASION AND YOU WON’T BELIEVE WHY,0
Senate panel sets hearing for Trump tax nominee,1
SHOCKER! GRAMMY ATTENDEE Wears “Make America Great Again” Gown…Press Goes Nuts!,0
"BREAKING: FBI DIRECTOR JAMES COMEY Re-Opens Investigation Of Hillary’s Private Server, As New Details Emerge",0
"HEALTH ALERT: A new virus strain has been detected in the human brain, which could be a harbinger of a deadly pandemic in Southeast Asia.",0
Trump forces high-wire act for Republican in Virginia governor's race,1
"Sanders, citing email controversy, questions Clinton's electability",1
Detroit Suburb Elects First Muslim Majority City Council In America,0
Venezuelan migrants pose humanitarian problem in Brazil,1
U.S. charges two with bribing African officials for China energy firm,1
"In Syria, Russia securing position as Assad presses war",1
CRIME SCENE: Police investigate the discovery of two large objects on the street.,0
Trump's firm sought Moscow real estate deal during presidential run: Washington Post,1
Trump considering Democratic Senator Manchin for energy secretary: Politico,1
TRANSGENDER ANTIFA THUG Starts To Burn American Flag…Pro-Trump Biker Gives Him Big Surprise,0
Exclusive: Kenyan Supreme Court judges denied extra security after shooting - source,1
Three vehicles torched in long-running South African taxi war,1
POLICY CHANGE: A new law proposes that it should be unlawful to sell a firearm to an illegal alien who is a minor or is on probation or parole and has been adjudicated delinquent by a court.,0
"GLOBAL ALERT: Border tensions rise between the US and Mexico after the deadly shooting of an Arizona Border Patrol agent and two other people, all in the U.",0
"ARREST MADE: Suspect in major heist caught in Arizona, is a man in his twenties.",0
German coalition watch: Merkel says compromises inevitable,1
CRIME SCENE: Police investigate the discovery of a suspicious package in a home on the 100 block of E.,0
"U.S., Israel quit U.N. heritage agency citing bias",1
Trump calls global currency devaluations 'dangerous' for U.S,1
Obama digs into research on potential Supreme Court picks,1
GLOBAL ALERT: Border tensions rise between Iran and the West as the US pushes ahead with a nuclear deal.,0
"U.N. chief urges end to air, ground assaults in Yemen",1
Trump says considering having both Powell and Taylor serve at Fed,1
"U.S. firm Air Products, China's Yankuang plan to build $3.5 billion coal-to-syngas plant in China",1
"TECH BREAKTHROUGH: AI model outperforms doctors in a variety of conditions

The paper also said the results showed that the AI-based system could be applied to treat mental health conditions that involve 'cognitive distortions' that are",0
GLOBAL ALERT: Border tensions rise between Russia and the US over Ukraine's disputed border.,0
China unveils new leadership line-up with no clear successor to Xi,1
Right Wing Elites Declare Total War On Poor White Communities,0
House panel to weigh expanding Puerto Rico oversight board powers,1
OBAMA’S WAR ON COPS Takes Toll On Black Communities: Young Girl Cries Over #BlackLivesMatter Violence In Her Milwaukee Neighborhood,0
Lebanese court issues death sentence over 1982 Gemayel assassination,1
Four Russian reporters injured in Syria's Deir al-Zor: RIA,1
LAWYER FOR ILLEGAL ALIEN RAPISTS: “Hysteria” Over Rape of 14-Year Old Caused by Trump,0
"BREAKING: Scientists report that we've been 'unbelievably unlucky' for years with the discovery of an extra-terrestrial life on Mars

Scientists from the University of Colorado have found evidence that the planet was not just covered in dust",0
Syria's Assad: Trump can be our natural ally,1
CRIME SCENE: Police investigate the discovery of a body.,0
Kenya opposition wants vote planned for Saturday canceled,1
"Trump OKs sending 4,000 more troops to Afghanistan: Fox News",1
Senate healthcare bill expected to cut back Medicaid expansion,1
BREAKING: Scientists report that methane released from the Earth's surface is being released into space.,0
BREAKING: Scientists report that humans have a high level of neurotoxicity from pesticides on crops.,0
Ammon Bundy Just Got Sweet Justice Handed To Him By A Federal Judge,0
"U.S. lawmakers want more Iran sanctions, but can't agree",1
Russia PM: new U.S. sanctions amount to 'full-scale trade war',1
BREAKING: SCREEN SHOTS OF WEBSITE SHOW BULK DISCOUNTS ON ABORTED BABY PARTS FROM PLANNED PARENTHOOD PARTNER,0
Republican convention in turmoil as anti-Trump delegates protest,1
HERE’S HOW CROOKED HILLARY Deleted The “Money Trail” Of Millions In E-mails,0
BREAKING: Scientists report that our Milky Way galaxy is about 2 billion years old.,0
House Speaker Ryan security agenda veers from Trump's,1
Petrol bombs and tear gas in Athens rally to mark rapper killing,1
"ARREST MADE: Suspect in major heist caught in Santa Ana's Central Valley

SOUNDBITE OF CHICAGO'S 'SUMMER' CHANNEL CHECK: Police: 'It's raining'",0
Trump disputes two key points in Comey testimony: source,1
Mexican prosecutor says he was unjustly fired as graft dispute brews,1
RESEARCH FINDING: Technology use linked to the development of the nanotechnology has grown from 0.,0
FIND OUT IF YOUR SENATOR VOTED TO HELP OBAMA With The Fundamental Transformation Of America,0
Tanzania president names tax expert as central bank governor,1
"This Republican Hates Ted Cruz So Much, He Threatened To ‘Get Some Cyanide’ If GOP Nominates Him",0
Danish submarine owner admits dismembering body of Swedish journalist: police,1
"CRIME SCENE: Police investigate the discovery of a missing body after the bodies of four of the suspects are recovered in the parking lot of North Carolina's Charleston, SC.",0
Too early to talk about Lebanon's government resigning: parliament speaker,1
"GLOBAL ALERT: Border tensions rise between the US and Russia, as tensions over Syria continue to rise.",0
Security tight as Germany marks anniversary of Christmas market attack,1
Austrian finance minister says will not serve in new government,1
Two Of Trump’s Top Picks Accused Of Violently Assaulting Women,0
GLOBAL ALERT: Border tensions rise between Venezuela and the United States over the North American Free Trade Agreement.,0
"OBAMA’S FINAL 6 MONTHS…Racist, Desperate, Congressional BLACK Caucus Plans Gun-Control Antics On House Floor: “Be As Disruptive As Possible To Speaker Ryan”",0
"Factbox: Five facts about Tom Cotton, Trump's likely pick for CIA",1
"PARTNERS IN CRIME: Goldman Sachs, The Clintons & Wall Street",0
"RESEARCH FINDING: Technology use linked to climate change by Australian scientists has been questioned, but there has always been a need for research on climate.",0
Turkish banker makes second bid for mistrial in U.S. sanctions case,1
"Trump Is Now Faking Poll Numbers To Claim He’s Winning, Clearly Insane",0
"INTERNATIONAL REPORT: Conflict erupts between the US and its NATO allies, including Russia and China

This week's report on Syria will have a different tone.",0
"GLOBAL ALERT: Border tensions rise between China and India, India says

India's PM Modi says he will sign the Delhi Agreement on Trade and Investment (DSTI) on Friday
.",0
Aide to Ivory Coast parliament speaker arrested over arms cache,1
HEALTH ALERT: A new virus strain has been detected in the body of a woman who has suffered from a rare form of breast cancer.,0
"RESEARCH FINDING: Technology use linked to energy consumption, and related technologies.",0
Mexican official widens tax-dodge complaint against Trump,1
"TECH BREAKTHROUGH: AI model outperforms doctors in their quest to diagnose and treat patients

SATURDAY, 29 OCTOBER 18: The world's most successful drug maker, Turing Pharmaceuticals (TSX: T",0
Philippine police chief defends deadly drug war of the 'Davao Boys',1
POWERFUL: A RAPE SURVIVOR EXPLAINS Why Men Should Never Be Allowed In Women’s Bathrooms And Locker Rooms,0
"FINANCIAL REPORT: Company X has posted its quarterly operating results for the third quarter of fiscal 2017, and the results were based on an operating basis, excluding restructuring and tax benefits, for 2016, 2017 and 2018, respectively.",0
Egypt Western Desert attack exposes front outside Sinai,1
"U.S. ban could boost Middle East tourism to Thailand, official says",1
Macri ally gains ground in Argentina Senate election against Fernandez,1
Pentagon chief to preview fiscal 2017 budget on Feb. 2: sources,1
Turkey has completed purchase of Russian missile defense: defense minister,1
Texas gives Houston $50 million for Hurricane Harvey costs,1
Trump pledges to move quickly to name new FBI director,1
Trump spoke by phone to Egypt's Sisi to discuss Qatar: official,1
"RESEARCH FINDING: Technology use linked to social networks

(a) the Internet is an interlinked network of people, places, and things.",0
South Korea fears further missile advances by North this year in threat to U.S.,1
Boiler Room EP #85.5 – Who’s Watching The Watchers?,0
Takata parts involved in blast were shipped properly: NTSB,1
"BREAKING: Scientists report that the body's most common risk factor is diabetes (Source: PNAS, Oct.",0
RESPECT! STUDENTS BRAVE POURING RAIN To Take Down American Flag,0
GLOBAL ALERT: Border tensions rise between the US and Mexico.,0
HEALTH ALERT: A new virus strain has been detected in patients at an early stage of the Ebola virus outbreak in West Africa.,0
"WHOA! FIRST LADY MELANIA Makes Classy, Yet Blistering Response To Kathy Griffin’s ISIS Inspired Photo Of Decapitated President Trump",0
House budget chief expects budget resolution approval in October 5 vote,1
Dallas Morning News Endorses Hillary Clinton – The First Democrat In 75 Years,0
Italy's center-right in search of a leader as election nears,1
"Trump finally backs off Obama birth claim, falsely says Clinton started it",1
"Sweden, Britain seek U.N. meeting on situation in Myanmar",1
Higher chance of no deal if EU exit talks do not move on quickly: minister,1
German far-right party drops bid for journalists' private data,1
Trump 'committed' to U.S. renewable fuels: Iowa governor,1
U.S. 'very concerned' by media crackdown in Malaysia,1
Turkish lawyers say decree grants impunity for political violence,1
GOVERNMENT ANNOUNCEMENT: The Prime Minister has agreed to extend a review of the security and civil liberties of Australia's offshore businesses to include the offshore sector.,0
"White House, Congress Republicans nearing key tax overhaul decisions",1
Democrats seek FBI probe of allegations Russia seeking to influence U.S. vote,1
Trump floats idea of using NATO in fight against Islamic State,1
Senate intelligence leaders pledge bipartisan Trump-Russia inquiry,1
Senators renew push to overhaul military handling of sex assault,1
Irish government says significant progress on Brexit talks,1
Televisa exec shot dead outside Mexico City while riding bike,1
Winning Democrat nomination needs voter coalition: Clinton campaign,1
TUCKER CARLSON Defends Trump’s Wiretapping Allegation Against Obama: “The Press Is Willfully Ignoring The Truth…This Stuff Does Happen…They’re Lying About It”,0
"Trump praises Ford, Fiat Chrysler for U.S. investments",1
"Assad sets sights on Kurdish areas, risking new Syria conflict",1
Iceland opposition leader says will not rule out cooperation with Centre Party,1
"Liberia's Johnson Sirleaf saddened, concerned after Trump win",1
BREAKING: Serial robbery spree hits downtown area in northeast Atlanta | NBC 5's Dylann Roof and his girlfriend were shot and killed by an Atlanta police officer.,0
BREAKING NEWS: Leftist Media Publishes Major Fake Russian Story AGAIN…Special Counsel Mueller NEVER Subpoenaed Trump’s Deutsche Bank Records,0
South Korea says it will join U.S. aircraft carrier drill November 11-14,1
Democratic-led states battle Trump over consumer financial agency,1
WATCH: Obama PERFECTLY Mocks Trump’s Insane Followers That Think He’s A Literal Demon,0
Saudi Arabia arrests 46 for stirring divisions: state media,1
"Italy to push Iran trade ties, undaunted by Trump",1
NFL NIGHTMARE CONTINUES…Seahawks Player Caught On Video Taunting Female Officer During Arrest: “Are you scared of me?”…“I got a lot of f**king money you broke-ass n*ggas”,0
Shonda Rhimes Gives Donald Trump A HILARIOUS Education In ‘Late Term Abortion’,0
"Trump Freaks Out, Talks ‘World War Three’",0
Venezuela's chronic shortages give rise to 'medical flea markets',1
U.S. high court nominee calls Trump's attacks on judiciary 'demoralizing',1
Netanyahu asks Trump to recognize Israeli sovereignty over Golan Heights,1
The Adoration Of Kim Jong Un,1
"EU court dismisses Hungary, Slovak case against taking refugees",1
Yemeni-Americans shut hundreds of shops in NY City to protest travel ban,1
Factbox: Trump fills top jobs for his administration,1
Venezuela's Maduro says 'terrorists' stole weapons from military unit,1
Rwandan president's challenger faces incitement charge in court,1
"With 'America First,' Trump mutes U.S. voice on human rights in Asia",1
Maltese journalist's son says she was murdered for exposing corruption,1
Trump says unlikely to have good relationship with UK's Cameron,1
Senator Paul suffers five broken ribs after assault: reports,1
"Iran, Lebanon's Hariri differ on key meeting",1
Travel ban protest delays Senate panel vote on Trump Treasury pick,1
BRITAIN’S DAVID CAMERON Challenges Obama On Refusal To Admit ISLAMIC Extremist Violence Is Biggest Problem We Face,0
WALMART Is Selling “Made In Mexico” Apparel Featuring Domestic Terror Group,0
Senate Finance chair warns of insurance bailout without Obamacare repeal,1
'Religious left' emerging as U.S. political force in Trump era,1
"LIFETIME VICTIMS of Injustice, MICHELLE and BARACK OBAMA Are Looking To Buy $15 Million Piece Of Land From Caroline Kennedy On Martha’s Vineyard",0
70-Year-Old Man Reportedly Has ‘Cabin Fever’ After Only One Month On New Job,0
CNN CUTS FEED Of CONGRESSMAN As Soon As He Speaks About Refugee Crime…Anchor Claims It’s “TV Gremlins”,0
"Purge of Saudi princes, businessmen widens, travel curbs imposed",1
Hariri returns to Lebanon for first time since resigning as PM,1
Swiss man gets suspended prison term for spying in Germany,1
Some Republican lawmakers urge Trump not to reverse Cuba opening,1
FIRST GRADE TEACHER READS TRANSGENDER BOOK TO STUDENTS ABOUT How A Boy Came To The Realization He Was Really A Girl,0
US Senate passes bill to fund government through April,1
Russian Military: US Coalition Predator Drone Spotted at Time & Place of Syria UN Aid Convoy Attack,0
Pakistan army's role in focus as Islamists end blasphemy blockade,1
"Trump says pharma 'getting away with murder,' stocks slide",1
Hummm…Where Are Hillary and Bill’s Missing Millions?,0
Rationale for U.S.-EU trade deal still strong after Brexit vote: USTR,1
Bill Clinton called to break Northern Ireland political impasse: source,1
UN CONFIRMS: Humanitarian aid is being sent to the besieged besieged Syrian city of Palmyra after UN inspectors had found that the city had been completely destroyed in the past 48 hours.,0
U.S. Navy moving aircraft carrier for Hurricane Irma relief,1
NEW STUDY: Researchers have found evidence of a pattern of brain differences in children with autism spectrum disorder.,0
"Schiff says Trump wants focus on tweets, not Russia probe",1
Trump Supporter Unleashes EXPLOSIVE Racism On Hispanic Family At JCPenney,0
Florida Supreme Court strikes down new death penalty law,1
Scott Baio Tries To Push Hillary’s ‘Body Double’ Conspiracy And Fails MISERABLY,0
Bill Clinton Hilariously Smacks Down Obnoxious Trump Supporter As Only He Can,0
"Tillerson to discuss North Korea crisis, trade in China",1
Obama shortens prison sentences of 111 convicts: White House,1
"U.N.'s Guterres calls on Myanmar to end violence, urges aid",1
SNOPES IMPLODES! Liberal “Fact-Checker” Turns To GoFundMe To Keep Business Alive…LOL!,0
"Trump, Xi agree to 100-day plan to discuss trade issues",1
Labour and National even in tight New Zealand election race: Roy Morgan poll,1
"NEW STUDY: Researchers have found evidence of a ""supermassive black hole"" in our universe, where our galaxy contains more than 8 billion stars and billions of galaxies.",0
"MARKET WATCH: Stocks fall after government-backed debt crisis

In the meantime, the government has begun issuing new loans to banks, and the Treasury and Bank of England are beginning to look at options.",0
Trump-Loving Pastor Absurdly Says Mexico Will Fund Border Wall Or Get Its ‘Legs Broken’,0
"HASTA LA VISTA Arnold! Guy Whose Affair With Housekeeper Produced Son, Destroyed 25 Yr. Marriage Says Trump Has Too Much “Baggage”…. Quits Celebrity Apprentice",0
POLICY CHANGE: A new law proposes to require the federal government to obtain a criminal record check for every American who wants to vote in the upcoming presidential election.,0
What Neighbor Said About MUSLIM MAN ID’d As London Terrorist Speaks Volumes About The Danger Of “Islamic Non-Assimilation”,0
New U.S. bill to tax financial trading brings campaign issue to the fore,1
Republicans sue State Department for Clinton emails,1
"Iran, EU and Russia defend nuclear deal after Trump threat",1
"Factbox: Trump to meet tech leaders from Google, Apple, others - sources",1
WATCH: Watergate Reporter Says Trump Lies And Denies Facts More Than Richard Nixon Ever Did,0
Kremlin says head of Chechnya to remain despite talk of quitting,1
REPUBLICANS WILL NEVER WATCH Arrogant JIMMY KIMMEL Again After What He Just Said About Them,0
Turkish PM calls Rohingya killings in Myanmar 'genocide',1
KING OBAMA Plans To Finish Term Traveling Around The World,0
China says has made best effort on North Korea ahead of Trump visit,1
Texas Republicans ACTUALLY Claim Their Awful ‘Bathroom Bill’ Doesn’t Target Transgender People,0
DOJ Tells North Carolina Republicans That Anti-LGBT Law Violates Civil Rights Act,0
"MARKET WATCH: Stocks fall after a record low oil price, but investors still hold on to some stocks

MASSIVE REACTIONS: A survey of the market shows that the U.",0
"TRUMP-HATING, Anti-Gun “COMEDIAN” And Author Of “A Child’s First Book Of Trump” Credits His Kids For Inspiring All of His “BABY RAPE Jokes",0
Immigration chaos and long nights led to Washington's court win,1
U.S. appeals court removes new voter-intimidation rules in Ohio,1
"TECH BREAKTHROUGH: AI model outperforms doctors in 'procedure' of a procedure

WHAT TO DO: Doctors need to work with AI to understand how to treat patients.",0
IT BEGINS: NEW YORK SCHOOL Scheduled To Set Aside Special Classrooms For Muslim Prayer,0
"U.S. Commerce Secretary says market access, protectionism top China issues",1
EU agrees to extend blacklist on Russians over Ukraine turmoil,1
JUST IN: California School Shooting Leaves Several Dead…Many Wounded,0
Medical Examiner Finally Releases Report On Death Of Music Icon Prince,0
"RESEARCH FINDING: Technology use linked to human and animal development and research

The University of Oxford, Oxfordshire, UK, is an institution of the University, which provides scientific and technical expertise to the UK government, the private sector",0
UN CONFIRMS: Humanitarian aid is being sent to besieged areas in Syria.,0
UK PM May wants to be a strong friend to the EU,1
"TECH BREAKTHROUGH: AI model outperforms doctors in a wide range of conditions including arthritis, obesity and diabetes.",0
U.S. officials warn of ISIS' new caliphate: cyberspace,1
